Unnamed: 0,DISTRITO,TIPO,ANO,AREAPOV,AREAMATO,AREAAGRIC,AREATOTAL,REACENDIMENTOS,QUEIMADA,FALSOALARME,FOGACHO,INCENDIO,AGRICOLA,NCCO,NOMECCO,DATAALERTA,HORAALERTA,LOCAL,CONCELHO,FREGUESIA,FONTEALERTA,INE,X,Y,DIA,MES,HORA,OPERADOR,PERIMETRO,APS,CAUSA,TIPOCAUSA,DHINICIO,DHFIM,DURACAO,HAHORA,DATAEXTINCAO,HORAEXTINCAO,DATA1INTERVENCAO,HORA1INTERVENCAO,QUEIMA,LAT,LON,CAUSAFAMILIA,TEMPERATURA,HUMIDADERELATIVA,VENTOINTENSIDADE,VENTOINTENSIDADE_VETOR,VENTODIRECAO_VETOR,PRECEPITACAO,FFMC,DMC,DC,ISI,BUI,FWI,DSR,THC,MODFARSITE,ALTITUDEMEDIA,DECLIVEMEDIO,HORASEXPOSICAOMEDIA,DENDIDADERV,COSN5VARIEDADE,AREAMANCHAMODFARSITE,AREASFICHEIROS_GNR,AREASFICHEIROS_GTF,FICHEIROIMAGEM_GNR,AREASFICHEIROSHP_GTF,AREASFICHEIROSHPXML_GTF,AREASFICHEIRODBF_GTF,AREASFICHEIROPRJ_GTF,AREASFICHEIROSBN_GTF,AREASFICHEIROSBX_GTF,AREASFICHEIROSHX_GTF,AREASFICHEIROZIP_SAA
92,Portalegre,Florestal,2018,136.136838369917,7.02568387114,118.59069184,261.753214081057,0,0,0,0,1,0,2018120016607,12,04-08-2018,16:30,Mato do Rego (MONTE DA PEDRA),Crato,Monte da Pedra,Populares,120605,230781,266410,4,8,16,1910166,,,51.0,Natural,04-08-2018 16:30:00,04-08-2018 21:10:00,280.0,56.0899744459408,04-08-2018,21:10,04-08-2018,16:57,0,39.3651769998338,-7.77592800034417,Naturais,41.5200004577637,14.6700000762939,8.43000030517578,,,0.0,98.1999969482422,169.800003051758,683.900024414063,20.2199993133545,209.5,60.8400001525879,39.1399993896484,,231.0,250.25,4.03072,,89.7701,15.54,5123.51,http://fogos.icnf.pt/sgif2010/ficheiroskml/AA_AT218211.kml,http://fogos.icnf.pt/sgif2010/GTF_kml/AA_AT218211.kml,,http://fogos.icnf.pt/sgif2010/GTF_kml/AA_AT218211.shp,,http://fogos.icnf.pt/sgif2010/GTF_kml/AA_AT218211.dbf,http://fogos.icnf.pt/sgif2010/GTF_kml/AA_AT218211.prj,,,http://fogos.icnf.pt/sgif2010/GTF_kml/AA_AT218211.shx,
101,Portalegre,Florestal,2018,0.975,0.0,0.0,0.975,0,0,0,1,0,0,2018120020534,12,17-09-2018,19:38,Vale Redondo (Vale de Magro),Crato,Gáfete,,120604,236575,266635,17,9,19,1910166,,,51.0,Natural,17-09-2018 19:38:00,17-09-2018 21:35:00,117.0,0.5,17-09-2018,21:35,17-09-2018,20:12,0,39.3669770000047,-7.70867999977536,Naturais,31.0200004577637,34.2099990844727,8.34000015258789,,,0.0,93.4000015258789,368.299987792969,1043.0,10.4899997711182,391.200012207031,41.2099990844727,19.6399993896484,,,226.171,4.15086,,82.4775,9.89,,,http://fogos.icnf.pt/sgif2010/GTF_kml/AT218286.kml,,,,,,,,,
102,Portalegre,Florestal,2018,9.386,0.0,0.0,9.386,0,0,0,0,1,0,2018120021320,12,27-09-2018,04:43,Monte da Ola,Crato,Aldeia da Mata,Populares,120601,231531,261605,27,9,4,1910166,,,51.0,Natural,27-09-2018 04:43:00,27-09-2018 11:06:00,383.0,1.47039164490862,27-09-2018,11:06,27-09-2018,05:45,0,39.321872999933,-7.76744799998071,Naturais,30.0799999237061,37.9199981689453,9.07999992370605,,,0.0,93.0999984741211,410.399993896484,1114.80004882813,10.5699996948242,427.5,41.4099998474121,19.8099994659424,,231.0,233.879,2.51389,,79.1303,10.3,5123.51,,http://fogos.icnf.pt/sgif2010/GTF_kml/AT218302.kml,,,,,,,,,
120,Beja,Florestal,2018,16.8,0.0,0.0,16.8,0,0,0,0,1,0,2018020018570,2,19-07-2018,16:48,MALHADA DO SOBRAL,Serpa,Vila Verde de Ficalho,Populares,21307,273704,101923,19,7,16,1960046,,,630.0,Desconhecida,19-07-2018 16:48:00,19-07-2018 17:54:00,66.0,15.2727272727273,19-07-2018,17:54,19-07-2018,17:12,0,37.8794444444444,-7.29416666666667,Indeterminadas,27.6700000762939,33.3699989318848,9.10999965667725,,,0.0,92.5999984741211,125.5,553.799987792969,9.75,160.199996948242,36.75,16.0400009155273,,,178.089,6.88908,,34.3382,11.71,,http://fogos.icnf.pt/sgif2010/ficheiroskml/AT318191.kml,,,,,,,,,,
139,Beja,Florestal,2018,3.6,0.0,0.0,3.6,0,0,0,0,1,0,2018020021978,2,22-08-2018,18:38,Volta do Castelo,Barrancos,Barrancos,CCO,20401,298616,137928,22,8,18,2000302,,,51.0,Natural,22-08-2018 18:38:00,22-08-2018 22:12:00,214.0,1.00934579439252,22-08-2018,22:12,22-08-2018,18:58,0,38.2013888888889,-7.00611111111111,Naturais,33.8499984741211,27.6900005340576,5.8600001335144,,,0.0,94.9000015258789,307.0,825.099975585938,11.3999996185303,318.100006103516,43.3899993896484,21.5200004577637,,222.0,231.43,19.3256,,0.0299434,5.44,1178.92,http://fogos.icnf.pt/sgif2010/ficheiroskml/AT318316.kml,,,,,,,,,,
162,Guarda,Florestal,2018,0.5,3.0,0.0,3.5,0,0,0,0,1,0,2018090015021,9,04-05-2018,15:10,Grainheira,Vila Nova de Foz Côa,Santa Comba,CCO,91412,282367,443780,4,5,15,2000180,,,630.0,Desconhecida,04-05-2018 15:10:00,04-05-2018 17:46:00,156.0,1.34615384615385,04-05-2018,17:46,04-05-2018,15:15,0,40.9572222222222,-7.15361111111111,Indeterminadas,16.2099990844727,39.939998626709,17.0100002288818,,,0.0,87.8000030517578,29.0,100.699996948242,7.34999990463257,33.7000007629395,14.4700002670288,3.07999992370605,,234.0,413.721,7.00955,,97.9262,16.38,125.401,http://fogos.icnf.pt/sgif2010/ficheiroskml/BI1181001.kmz,,,,,,,,,,
173,Guarda,Florestal,2018,0.0,309.0,0.0,309.0,0,0,0,0,1,0,2018090028235,9,22-08-2018,18:18,Monteiro,Guarda,Benespera,117,90709,273496,383622,22,8,18,2000180,,,51.0,Natural,22-08-2018 18:18:00,23-08-2018 06:46:00,748.0,24.7860962566845,23-08-2018,06:46,22-08-2018,18:30,0,40.4163888888889,-7.26611111111111,Naturais,30.2000007629395,21.6100006103516,3.3199999332428,,,0.0,94.5999984741211,218.5,693.0,9.65999984741211,244.399993896484,38.7000007629395,17.5699996948242,,231.0,806.565,14.2846,,185.516,20.09,3.49159,http://fogos.icnf.pt/sgif2010/ficheiroskml/BI1181682.kmz,,,,,,,,,,
174,Guarda,Florestal,2018,0.25,0.5,0.25,1.0,0,0,0,1,0,0,2018090028240,9,22-08-2018,18:48,Navezinha,Figueira de Castelo Rodrigo,Castelo Rodrigo,117,90403,303318,432989,22,8,18,2000180,,,51.0,Natural,22-08-2018 18:48:00,22-08-2018 19:46:00,58.0,1.03448275862069,22-08-2018,19:46,22-08-2018,19:00,0,40.8577777777778,-6.90666666666667,Naturais,32.5900001525879,20.9200000762939,5.96000003814697,,,0.0,95.0999984741211,231.899993896484,668.299987792969,11.8699998855591,248.300003051758,44.2200012207031,22.25,,236.0,700.408,15.2285,,95.4178,19.13,7.23567,http://fogos.icnf.pt/sgif2010/ficheiroskml/BI1181684.kmz,http://fogos.icnf.pt/sgif2010/GTF_kml/BI1181684.kml,,,,,,,,,
175,Guarda,Florestal,2018,0.5,1.0,0.0,1.5,0,0,0,0,1,0,2018090028344,9,23-08-2018,14:31,Alão,Trancoso,Valdujo,117,91325,271765,431034,23,8,14,2000180,,,610.0,Desconhecida,23-08-2018 14:31:00,23-08-2018 15:17:00,46.0,1.95652173913043,23-08-2018,15:17,23-08-2018,14:45,0,40.8436111111111,-7.28111111111111,Indeterminadas,31.4599990844727,29.9400005340576,4.21999979019165,,,9.99999974737875e-05,94.5999984741211,224.100006103516,662.5,10.0699996948242,242.800003051758,39.7200012207031,18.3999996185303,,,621.029,15.5452,,110.907,19.59,,http://fogos.icnf.pt/sgif2010/ficheiroskml/BI1181688.kmz,,,,,,,,,,
176,Guarda,Florestal,2018,224.11,0.0,0.46,224.57,0,0,0,0,1,0,2018090028488,9,24-08-2018,16:13,Fontão,Seia,Loriga,117,91207,234990,370614,24,8,16,2000180,,Serra da Estrela,630.0,Desconhecida,24-08-2018 16:13:00,25-08-2018 21:15:00,1742.0,7.73490241102181,25-08-2018,21:15,24-08-2018,16:24,0,40.3019444444444,-7.72027777777778,Indeterminadas,31.2099990844727,25.75,9.27999973297119,,,0.0,93.6999969482422,163.600006103516,558.599975585938,11.6199998855591,188.899993896484,42.5099983215332,20.75,,227.0,791.683,33.937,,173.252,10.51,104.538,http://fogos.icnf.pt/sgif2010/ficheiroskml/BI1181692.kmz,http://fogos.icnf.pt/sgif2010/GTF_kml/TM28488(1).kml,,,,,,,,,
180,Guarda,Florestal,2018,0.0,1.0,1.0,2.0,0,0,0,0,1,0,2018090030920,9,15-09-2018,19:11,Valverdinho,Sabugal,Casteleiro,117,91112,269635,370858,15,9,19,2000180,,,51.0,Natural,15-09-2018 19:11:00,15-09-2018 19:37:00,26.0,4.61538461538462,15-09-2018,19:37,15-09-2018,19:20,0,40.3019444444444,-7.31277777777778,Naturais,30.4099998474121,30.9200000762939,7.1399998664856,,,0.0,94.0999984741211,123.400001525879,918.599975585938,10.8800001144409,184.699996948242,40.6100006103516,19.1299991607666,,227.0,476.766,4.6512,,92.5583,10.53,113.676,http://fogos.icnf.pt/sgif2010/ficheiroskml/BI1181734.kml,,,,,,,,,,
193,Guarda,Florestal,2018,0.0,2.0,2.0,4.0,0,0,0,0,1,0,2018090034977,9,23-10-2018,19:16,Quinta do Monte,Vila Nova de Foz Côa,Chãs,Outros,91404,284921,448271,23,10,19,2000180,,,610.0,Desconhecida,23-10-2018 19:16:00,23-10-2018 22:16:00,180.0,1.33333333333333,23-10-2018,22:16,23-10-2018,20:49,0,40.9975,-7.12277777777778,Indeterminadas,18.6399993896484,48.8400001525879,8.3100004196167,,,0.0,83.6999969482422,24.5,785.900024414063,2.6800000667572,45.5,7.42000007629395,0.949999988079071,,,438.716,12.8374,,89.3254,13.72,,http://fogos.icnf.pt/sgif2010/ficheiroskml/BI1181822.kmz,,,,,,,,,,
212,Guarda,Florestal,2018,0.5,0.5,0.0,1.0,0,0,0,0,1,0,2018090006448,9,24-02-2018,14:20,Ribeira do Belagaço,Mêda,Aveloso,117,90901,267662,440494,24,2,14,2000180,,,630.0,Desconhecida,24-02-2018 14:20:00,24-02-2018 16:15:00,115.0,0.521739130434783,24-02-2018,16:15,24-02-2018,14:45,0,40.9291666666667,-7.32861111111111,Indeterminadas,8.30000019073486,35.0,7.0,,,0.0,87.0,4.5,143.100006103516,4.0,8.30000019073486,3.79999995231628,0.300000011920929,14.0669002532959,233.0,610.209,16.0977,,95.0825,19.27,6.56959,http://fogos.icnf.pt/sgif2010/ficheiroskml/BI118353.kmz,,,,,,,,,,
220,Guarda,Florestal,2018,1.5,1.0,0.5,3.0,0,0,0,0,1,0,2018090006778,9,26-02-2018,13:20,Robadeiro,Trancoso,Torre do Terrenho,117,91323,264950,437051,26,2,13,2000180,,,630.0,Desconhecida,26-02-2018 13:20:00,26-02-2018 15:45:00,145.0,1.24137931034483,26-02-2018,15:45,26-02-2018,14:10,0,40.8983333333333,-7.36111111111111,Indeterminadas,7.69999980926514,37.0,10.0,,,0.0,88.0,6.30000019073486,145.600006103516,5.30000019073486,11.3000001907349,6.09999990463257,0.670000016689301,12.9736003875732,232.0,746.909,12.3911,,63.4859,26.43,28.3741,http://fogos.icnf.pt/sgif2010/ficheiroskml/BI118459.kmz,,,,,,,,,,
230,Guarda,Florestal,2018,2.6,0.9,0.0,3.5,0,0,0,0,1,0,2018090013019,9,18-04-2018,17:03,Areola-São Sebastião,Mêda,Outeiro de Gatos,117,90910,270370,445204,18,4,17,2000180,,,630.0,Desconhecida,18-04-2018 17:03:00,18-04-2018 20:38:00,215.0,0.976744186046512,18-04-2018,20:38,18-04-2018,17:30,0,40.9713888888889,-7.29583333333333,Indeterminadas,20.3999996185303,45.0,17.0,,,0.0,87.0,7.69999980926514,19.3999996185303,6.69999980926514,7.69999980926514,6.30000019073486,0.699999988079071,14.0669002532959,232.0,574.333,12.0068,,113.561,20.35,19.9614,http://fogos.icnf.pt/sgif2010/ficheiroskml/BI118782.kmz,,,,,,,,,,
241,Castelo Branco,Florestal,2018,3.088,0.0,0.0,3.088,0,0,0,0,1,0,2018050022486,5,20-04-2018,14:48,Rego de Água,Covilhã,Vila do Carvalho,117,50301,254221,372284,20,4,14,1980346,,Serra da Estrela,610.0,Desconhecida,20-04-2018 14:48:00,20-04-2018 17:12:00,144.0,1.28666666666667,20-04-2018,17:12,20-04-2018,15:08,0,40.3175049999687,-7.49520300017463,Indeterminadas,20.1000003814697,53.0,12.0,,,0.0,88.5,15.3999996185303,33.2999992370605,6.30000019073486,15.3000001907349,8.39999961853027,1.17999994754791,12.4323997497559,233.0,1068.62,40.9848,,217.525,10.46,165.682,http://fogos.icnf.pt/sgif2010/ficheiroskml/BI21811821.kml,,,,,,,,,,
243,Castelo Branco,Florestal,2018,1.526,0.0,0.0,1.526,0,0,0,0,1,0,2018050027246,5,09-05-2018,15:31,Cova da Laje (Cabeças),Fundão,Atalaia do Campo,117,50407,259930,341239,9,5,15,1980346,,,630.0,Desconhecida,09-05-2018 15:31:00,09-05-2018 16:26:00,55.0,1.66472727272727,09-05-2018,16:26,09-05-2018,16:19,0,40.0375549999873,-7.43092800034417,Indeterminadas,22.3400001525879,53.3800010681152,6.98000001907349,,,0.00260000000707805,72.8000030517578,29.2999992370605,110.900001525879,0.980000019073486,35.2999992370605,1.94000005722046,0.0900000035762787,,231.0,394.569,4.82315,,116.425,18.56,19.0352,http://fogos.icnf.pt/sgif2010/ficheiroskml/BI21814821.kmz,,,,,,,,,,
254,Castelo Branco,Florestal,2018,1.89,8.73,0.0,10.62,0,0,0,0,1,0,2018050038913,5,02-08-2018,14:58,Capela de São Lourenço. Palvarinho,Castelo Branco,Salgueiro do Campo,Sapadores,50220,249194,321966,2,8,14,1980346,,,630.0,Desconhecida,02-08-2018 14:58:00,02-08-2018 19:54:00,296.0,2.1527027027027,02-08-2018,19:54,02-08-2018,15:05,0,39.8646820004781,-7.55815999984741,Indeterminadas,37.7900009155273,17.4899997711182,10.0,,,0.0,96.8000030517578,150.699996948242,636.200012207031,18.1800003051758,189.300003051758,56.310001373291,34.1300010681152,,234.0,308.805,8.62814,,62.1914,19.4,12.738,http://fogos.icnf.pt/sgif2010/ficheiroskml/BI21830347.kmz,,,,,,,,,,
255,Castelo Branco,Florestal,2018,4.29,0.78,0.0,5.07,0,0,0,0,1,0,2018050038920,5,02-08-2018,15:24,Canchos de Beja,Castelo Branco,Cafede,117,50204,254136,326860,2,8,15,1980346,,,630.0,Desconhecida,02-08-2018 15:24:00,02-08-2018 19:58:00,274.0,1.11021897810219,02-08-2018,19:58,02-08-2018,15:32,0,39.9084529998567,-7.49999700016446,Indeterminadas,37.6599998474121,17.9599990844727,9.65999984741211,,,0.0,96.5999984741211,155.0,633.900024414063,17.5699996948242,192.399993896484,55.2599983215332,33.0099983215332,,,338.668,1.98269,,134.024,16.67,,http://fogos.icnf.pt/sgif2010/ficheiroskml/BI21830348.kmz,,,,,,,,,,
262,Castelo Branco,Florestal,2018,0.0,0.04,0.0,0.04,0,0,0,1,0,0,2018050041315,5,22-08-2018,18:58,Coitadinha,Belmonte,Colmeal da Torre,CCO,50103,268794,380834,22,8,18,1980346,,,51.0,Natural,22-08-2018 18:58:00,22-08-2018 19:29:00,31.0,0.0774193548387097,22-08-2018,19:29,22-08-2018,19:08,0,40.3934250005086,-7.32285200013055,Naturais,32.4799995422363,21.9899997711182,0.680000007152557,,,0.0,94.9000015258789,234.5,728.599975585938,8.77999973297119,259.899993896484,36.4599990844727,15.8100004196167,,,529.932,11.5188,,191.208,23.35,,,http://fogos.icnf.pt/sgif2010/GTF_kml/BI21830417.kml,,,,,,,,,
263,Castelo Branco,Florestal,2018,1.823,0.0,0.0,1.823,0,0,0,0,1,0,2018050042413,5,02-09-2018,02:19,Soito Redondo,Covilhã,Aldeia do Souto,,50303,262296,376847,2,9,2,1980346,,,60.0,Desconhecida,02-09-2018 02:19:00,02-09-2018 07:26:00,307.0,0.35628664495114,02-09-2018,07:26,02-09-2018,02:43,0,40.3580370002323,-7.39975799984402,Indeterminadas,32.4000015258789,28.8799991607666,10.0600004196167,,,0.0,94.1999969482422,291.799987792969,826.299987792969,12.789999961853,310.0,46.6699981689453,24.4799995422363,,,625.295,20.9563,,153.219,18.79,,http://fogos.icnf.pt/sgif2010/ficheiroskml/BI21830431.kml,,,,,,,,,,
265,Castelo Branco,Florestal,2018,16.659,0.0,0.0,16.659,0,0,0,0,1,0,2018050043742,5,15-09-2018,19:28,Quinta do Anascer,Penamacor,Benquerença,PV,50706,274899,365699,15,9,19,1980346,,,51.0,Natural,15-09-2018 19:28:00,16-09-2018 07:25:00,717.0,1.39405857740586,16-09-2018,07:25,15-09-2018,19:30,0,40.2566239998076,-7.25271700011359,Naturais,30.7099990844727,29.7800006866455,7.67999982833862,,,0.0,94.5,197.800003051758,953.299987792969,11.8199996948242,260.5,44.189998626709,22.2299995422363,,212.0,469.073,3.84003,,106.164,14.35,4.8783,http://fogos.icnf.pt/sgif2010/ficheiroskml/BI21830443 Ficheiro KML.kml,,,,,,,,,,
